Label,Alpha,Beta,Gamma,Delta,Theta,Date
2,6.460309,2.5228977,0.34169024,2.8671963,10.391169,06:03.2
2,6.0936484,2.4937751,0.15346819,1.3441957,9.125838,06:04.2
2,4.196217,2.7923717,-0.25069883,-1.9118259,7.362147,06:05.3
2,5.3495474,3.2174103,0.7286337,0.5409363,8.899623,06:06.2
2,6.595102,1.9476,0.383891,0.48874894,8.357549,06:07.1
2,6.258804,1.9421344,0.5809857,1.1510297,8.293685,06:08.2
2,7.0476103,1.383909,1.3864825,1.3615438,8.885534,06:09.2
2,6.702305,1.177966,0.8538024,1.6297076,7.944757,06:10.2
2,5.9447565,1.0267038,0.2997897,-0.08297052,7.518323,06:11.2
2,4.7354584,0.79927874,-0.12578823,1.2851397,7.8808737,06:12.1
2,3.6713052,1.4097128,0.046731032,0.64384496,8.93757,06:13.1
2,4.0006094,1.9839139,-0.91232127,1.1373479,9.309829,06:14.1
2,2.8997095,1.6981126,-1.2469535,-0.0710427,9.00506,06:15.0
2,3.1141572,1.681822,-1.476113,-0.59941167,8.610167,06:16.1
2,3.8448653,1.4898245,-1.7516667,-1.3782334,7.4338055,06:17.1
2,3.0251014,1.4472122,-1.833139,-2.4070425,5.5543847,06:18.1
2,3.923406,1.3216361,-0.86076653,-1.8440752,6.8283005,06:19.1
2,3.7939079,1.5684406,-0.8369118,-0.009663629,8.148397,06:20.1
2,5.481091,2.1642237,-0.24271329,2.500762,8.525214,06:21.0
2,5.5690546,2.2545846,-0.078037836,3.7096076,8.631982,06:22.1
2,4.529899,2.183076,-0.4630667,3.8367813,8.1952095,06:23.1
2,5.19579,2.8644042,1.3103322,4.805293,8.483833,06:24.1
2,2.8588326,2.8014286,0.9522006,3.0783296,7.82663,06:25.2
2,3.1064448,2.6527376,0.72662395,0.94578123,7.912047,06:26.0
2,3.0908966,1.681387,0.8368512,0.78242433,7.5747957,06:27.1
2,3.930184,1.7958895,0.6372703,2.635198,8.769556,06:28.0
2,4.0699463,2.0123487,-0.7401771,2.1679797,7.4908433,06:29.0
2,4.5363145,2.2237062,-1.0501039,2.3910706,7.5785775,06:30.1
2,4.0366297,2.4211488,-0.78835547,1.8490617,8.94769,06:31.1
2,3.8602479,2.859424,-0.9439462,1.3750587,10.025724,06:32.0
2,3.3412216,1.9178137,-2.1090543,1.0749692,9.539719,06:33.0
2,5.032404,1.9343107,-0.089584514,2.7700078,9.464643,06:34.1
2,5.865217,1.6998203,0.543481,3.8670018,8.640318,06:35.0
2,6.203574,1.7668985,0.14309976,3.3537002,8.911385,06:36.1
2,6.934058,1.2872162,1.257263,3.0700366,8.499443,06:37.0
1,3.3941052,0.70343554,1.3221587,-0.3870577,5.3596373,06:58.8
1,3.9892552,0.97617304,-0.16420057,-1.1443471,5.0207753,06:59.9
1,3.8030899,0.7559073,-0.46463907,-4.001401,4.1378813,07:00.9
1,4.9047728,0.46530136,-0.27501592,-4.5233436,4.193709,07:01.9
1,6.620088,1.7150749,-0.27406475,-1.2798268,8.563224,07:43.7
1,6.35896,1.3658049,-0.7744095,-0.30992526,9.740278,07:44.7
1,6.810479,0.81942683,-1.4636364,-0.56375104,10.041504,07:45.8
1,4.915673,1.6670492,-2.2109046,2.71045,9.310275,07:56.7
1,4.4986386,0.63877994,-2.8232799,2.6094239,8.963455,07:57.6
1,3.5276475,0.57085043,-2.910247,2.1432498,9.291521,07:58.6
1,3.049932,0.11827041,-2.3882468,-0.56754,8.460005,07:59.6
0,6.6153297,3.7863643,1.9339023,2.8616173,10.371389,08:05.5
0,5.6573973,3.939271,1.6189953,2.706283,9.992549,08:06.5
0,7.9153366,4.2043424,2.0519052,-0.14208992,9.2136135,08:07.5
0,8.817047,3.8281875,1.5089986,-1.347862,7.595836,08:08.5
0,10.071797,3.36524,1.7423997,0.71243566,7.141974,08:09.5
0,10.732751,3.4928775,1.5293877,2.5128741,6.90264,08:10.5
0,11.228641,3.579968,1.6103587,3.2244067,7.1703043,08:11.5
0,10.575794,3.2758794,1.4900119,4.0567446,7.5691223,08:12.5
0,10.213624,3.4982724,1.0550528,4.1428504,8.067171,08:13.5
0,10.177431,3.7390604,1.5260121,2.7803085,7.985274,08:14.5
0,11.314812,4.5008802,1.6963637,1.2141461,7.965664,08:15.5
0,11.082721,3.8956623,1.5240116,1.6382532,8.289877,08:16.5
0,10.551734,4.123566,1.6125525,1.157063,8.732767,08:17.5
0,4.502515,1.7016855,-1.3151505,-3.247197,8.899536,08:31.5
0,5.620818,2.515032,-0.93289983,0.12354344,9.8148575,08:32.5
0,7.8157997,2.9270897,0.8587583,1.4133629,11.007276,08:33.6
0,9.7571335,3.2303455,1.7191315,1.4716957,10.273095,08:34.5
0,10.232529,3.8540366,2.2899084,1.8366172,9.16942,08:35.5
0,11.159461,3.8818293,2.4129808,2.076297,9.880722,08:36.5
0,11.497343,3.8246841,1.8799584,-1.5822155,10.557833,08:37.5
0,10.46549,4.455315,2.1376784,0.015019512,11.764955,08:38.5
0,9.907475,4.4340076,2.4321144,-1.3661029,12.205054,08:39.4
0,10.155543,4.10353,2.679689,-1.2856265,12.011226,08:40.5
0,10.620021,3.5459902,2.3417888,-0.12658222,11.206142,08:41.6
0,10.446538,3.5275097,2.1892436,-0.58111477,10.510011,08:42.4
0,10.42347,3.4677155,2.274273,0.015750313,10.34396,08:43.5
0,5.12309,1.5128351,-0.13346244,0.5656535,9.19233,09:04.4
0,8.11274,2.3690543,0.010918502,-0.9732834,9.156338,09:05.2
0,10.234161,3.3160098,-0.1023027,-2.4944346,9.850009,09:06.3
0,11.055612,4.1215487,1.054373,0.18237379,10.041163,09:07.4
0,11.847021,4.176483,2.11223,0.84398603,7.7048583,09:08.3
0,11.656822,4.2719736,2.3386722,1.2757562,8.217097,09:09.3
0,10.13394,3.4684505,3.018417,2.0656047,9.33277,09:10.3
0,10.371477,3.6415439,2.2485847,1.8547194,9.860712,09:11.2
0,9.64665,4.4849205,2.101235,1.7393258,9.5961485,09:12.5
0,9.183979,4.55729,2.0131207,0.67556465,9.550701,09:13.3
0,9.825076,4.421606,1.898621,0.70277584,10.263698,09:14.2
0,9.13652,4.5260034,2.0239,2.9776614,10.237065,09:15.3
0,10.218386,4.1340704,2.5945811,3.1891773,9.309431,09:16.3
2,8.051762,3.5703752,-1.2369243,3.2017398,12.7836,09:27.2
2,8.109168,3.1513317,-0.13844079,2.7310405,12.910551,09:28.2
2,8.471941,3.0720425,0.050297108,1.915102,12.212418,09:29.2
2,8.610161,3.2546072,0.78344166,0.43769407,10.911157,09:30.2
2,5.5838027,2.034565,1.6314049,1.5928166,10.492832,09:31.3
2,5.4229574,2.0408015,1.1975417,1.7327216,9.014083,09:32.2
2,5.6134725,2.358864,1.4837164,1.8932154,8.795998,09:33.3
2,6.0626135,3.3817968,1.6242225,1.9184262,7.077857,09:34.2
2,5.5036435,2.8935678,1.2016842,0.8015839,6.5861506,09:35.2
2,5.3971605,2.0757422,1.140787,0.9295782,6.819887,09:36.3
2,3.7544944,2.3245218,0.59572446,-0.43941194,6.3721075,09:37.3
2,3.2870693,2.601451,-0.27867538,-0.7598555,5.999308,09:38.2
2,4.338233,2.5098743,-0.39927638,-1.4394339,5.452472,09:39.1
2,4.3146086,2.368903,-0.36908987,-0.30540857,5.25517,09:40.1
2,5.390588,2.553363,-0.54251295,-1.6065229,5.1844783,09:41.3
2,5.1140356,2.2930248,-0.35754246,-1.6328945,5.701112,09:42.2
2,4.6346593,1.4466573,-0.6247437,-1.2196685,5.2516847,09:43.2
2,4.113964,1.463787,-0.7609129,0.21614496,5.87302,09:44.2
2,4.859683,1.5022519,-1.3033105,-0.85975206,5.996795,09:45.2
2,3.9996662,1.9881737,-0.507996,0.24242587,9.519578,09:46.1
2,5.3317323,1.8985093,-0.46741322,-0.07744832,9.690349,09:47.2
2,6.083837,1.9768562,-0.09803533,-2.306828,9.869447,09:48.3
2,5.685874,2.5092475,0.358467,-2.0967307,10.49879,09:49.2
2,6.046473,2.5101497,0.68773955,-0.543695,11.391422,09:50.1
2,5.876059,2.8221738,0.42836368,-1.0229613,8.952795,09:51.2
2,5.6666503,2.7782955,-0.37042263,-1.1550407,7.649096,09:52.2
2,4.785388,2.4267743,-0.7959937,-0.75547856,8.5718565,09:53.1
2,3.1639302,1.3593285,-2.2483587,-2.0846624,6.025553,09:54.1
2,3.8606675,1.4401268,-1.5814722,-1.8977064,6.686372,09:55.1
2,3.503594,1.4397207,-1.3844353,-0.995961,8.279544,09:56.2
2,4.6483126,2.462098,-1.3384368,-0.5182151,8.4631405,09:57.1
2,5.1292577,2.945128,-1.1630933,-0.5914945,8.074213,09:58.1
2,3.6523595,2.1630445,-1.2987535,-1.6649055,7.7983303,09:59.2
2,3.4226677,0.84979427,-2.326859,-3.8975759,4.8491793,10:00.2
2,3.5178027,-0.015642416,-2.347633,-8.047931,5.1448603,10:01.2
2,3.7550597,0.28486377,-2.135292,-5.5386057,6.859128,10:02.1
2,4.1851454,-0.06237598,-2.5652688,-2.8787112,7.614684,10:03.1
2,3.4857883,-0.26631236,-1.8708339,-2.433467,8.173032,10:04.2
1,2.3460245,-0.085667826,-2.411025,-3.2148,6.4523377,10:23.0
1,2.6851096,-0.05992998,-2.2379348,-4.427104,5.39049,10:24.1
1,1.8946594,0.02895154,-2.2814827,-5.4858274,4.93357,10:25.0
1,2.2970767,0.07413397,-2.6259587,-5.170445,2.6328871,10:26.0
1,2.6663527,1.0961865,-1.7947469,-2.8192792,6.4853687,10:58.7
1,3.8310883,0.79487425,-2.2068207,-1.7460012,6.610306,10:59.8
1,4.6924553,0.3024598,-2.5261657,-1.2100521,6.887086,11:00.8
1,3.9869685,0.013353447,-2.6132035,-3.0169282,5.6660185,11:01.8
2,4.71973,3.5110645,1.562769,-0.39221463,6.709653,29:30.9
2,4.56223,3.7583902,1.2505823,0.19059423,8.492001,29:31.9
2,4.8917875,3.8007197,1.1703197,1.500515,9.162325,29:33.1
2,3.8282928,3.4990413,0.08190861,1.4689299,9.882636,29:34.0
2,3.5427048,3.5601442,-0.45716426,0.802405,9.833495,29:34.9
2,4.0892744,3.4689362,0.26974782,0.33642998,9.128436,29:35.9
2,3.7285538,3.314141,-0.17908244,1.0504194,10.276124,29:36.9
2,4.5146823,2.2752614,-0.40677553,0.6042121,8.68926,29:38.0
2,4.383222,1.6385751,0.058129776,1.0161088,8.087892,29:38.9
2,3.1153874,1.4709023,0.13640235,0.6959317,7.1304054,29:39.9
2,3.801431,2.5089045,1.0481845,-0.43464643,6.8956947,29:40.9
2,5.809583,3.3885784,1.8214637,0.85524863,7.2495265,29:41.8
2,6.4269,4.243057,2.4830434,3.0092149,9.415992,29:42.8
2,7.414064,5.353887,2.5967293,2.849898,10.05435,29:43.9
2,7.1288857,5.0459633,2.838459,3.4112232,10.105262,29:44.9
2,6.5048075,4.2507906,2.5360436,3.4160404,10.147959,29:45.9
2,6.4058394,3.772462,2.260829,1.735856,8.945374,29:47.1
2,5.680881,2.9046073,2.2496376,2.9633849,9.919894,29:47.9
2,6.062085,3.3124473,2.697928,2.632361,11.341819,29:48.9
2,5.8927245,3.4202564,1.9318025,2.302627,11.282868,29:49.8
2,4.2628603,2.8156207,0.87634945,2.2720177,10.618883,29:50.8
2,4.0741215,2.8015654,0.5750406,0.5752759,9.029621,29:51.9
2,3.2623718,2.143546,0.038201656,-1.3401439,8.210875,29:52.9
2,3.7983787,2.3274627,-0.23612742,2.104,8.953431,29:53.9
2,5.5266333,2.933652,0.5442656,2.1232133,8.9039755,29:54.9
2,4.855355,2.5724874,0.590108,2.8620849,9.052676,29:55.8
2,5.773638,2.8057737,0.5616627,2.8629742,8.983958,29:56.9
2,5.6666255,2.546039,0.53907526,0.60655,8.158686,29:57.8
2,5.221781,2.1899748,0.2291537,-0.9458333,8.974185,29:58.8
2,4.2834597,1.8932284,-0.12669219,-4.411617,8.243857,29:59.8
2,4.939178,3.0629985,0.19616257,-4.19057,8.720365,30:00.8
1,3.1650853,0.9646867,0.42390665,-1.9868081,7.232141,30:05.8
1,3.1501827,0.4094357,-1.1856648,-2.604129,7.251309,30:06.9
1,1.8526125,0.8826167,-1.5971171,-3.1860285,6.7447543,30:07.8
1,2.737884,0.6401669,-2.4678361,-2.974465,6.736097,30:08.8
1,3.2537484,2.5723956,-0.121241964,-0.77226657,5.909381,30:19.8
1,0.83674717,1.370597,-1.0807618,-1.2653219,5.595679,30:20.7
1,0.85274744,0.64223087,-2.6882052,-1.4029083,5.571248,30:21.7
1,0.15288576,0.04627363,-2.9184008,-3.1232536,5.8954372,30:22.8
0,4.503591,3.102357,0.17576842,2.8179662,7.302598,30:30.6
0,6.7906227,3.5544074,0.50825924,2.0277917,7.271261,30:31.7
0,9.233555,3.6171665,0.1233847,-1.1274631,8.023532,30:32.7
0,10.178755,3.1575692,-0.29549497,-2.2923908,8.155338,30:33.7
0,11.506452,3.408432,0.08102846,-2.2788424,9.00957,30:34.7
0,11.886904,2.841936,0.23527838,-1.7395432,9.349317,30:35.7
0,11.051664,2.822648,0.003965119,-0.15449432,11.417098,30:36.7
0,10.696065,3.191562,1.3133072,1.3621402,11.438164,30:37.7
0,11.10932,3.1925826,1.6583356,1.4090385,10.51846,30:38.7
0,10.752802,3.350142,1.4502758,0.6561963,10.663042,30:39.6
0,9.980817,3.593325,1.2929039,1.3774034,10.195406,30:40.7
0,9.722087,3.490052,1.633876,-0.63326854,8.752508,30:41.7
0,9.655955,3.4396966,1.4475116,-1.06173,9.499598,30:42.6
2,7.427827,4.2956204,1.8013809,-0.8713171,10.390584,30:52.6
2,6.723159,3.258095,0.55345523,-1.599238,9.406199,30:53.6
2,6.5453424,1.6354437,-1.3031465,-3.0894961,9.707164,30:54.6
2,3.7103565,0.9919791,-2.1199064,-0.35510668,9.542884,30:55.6
2,3.7408633,0.8522298,-2.0039215,-0.3342615,9.815896,30:56.5
2,3.903632,0.67698044,-1.1094131,-0.5395486,9.57831,30:57.7
2,2.5171888,0.38384518,-2.4260902,-0.96913433,8.0604515,30:58.5
2,2.6949704,-0.13201879,-2.8010066,-2.9337513,6.5796638,30:59.6
2,4.2286263,1.7946781,-1.2639613,-2.0649772,7.999812,31:00.6
2,3.004647,1.7917826,-1.4460374,-0.62859476,7.5565276,31:01.6
2,2.9777184,1.9103887,-1.4831059,-0.6794335,7.8114314,31:02.6
2,4.027726,2.2287483,-1.2282535,-0.4482254,7.491631,31:03.5
2,3.8061328,1.5259397,-1.4314578,0.05262505,7.0721593,31:04.5
2,2.1248753,0.0921579,-2.4311266,-2.4571147,4.8093057,31:05.5
2,1.8346361,-0.6214435,-2.4274626,-2.0941381,3.9813814,31:06.6
2,1.131044,-1.1847738,-2.9408834,-1.083267,4.7934318,31:07.5
2,0.52349937,-1.324,-2.8551662,-2.7286522,5.675531,31:08.5
2,0.899741,-0.37908706,-2.8449597,-1.2960104,6.7493978,31:09.5
2,2.267235,0.7014561,-3.4300067,-0.49426645,5.95411,31:10.5
2,2.6495118,0.44805208,-3.2953272,-1.4205475,6.2529125,31:11.6
2,2.9321218,0.7596257,-3.006284,-1.2440827,6.3886943,31:12.6
2,3.7028668,0.5244728,-2.3619947,-1.6817318,4.6158814,31:13.5
2,3.9419436,0.4644138,-2.7842193,-2.0512395,4.1384506,31:14.6
2,4.725051,0.82110244,-1.8043245,-2.403734,4.6934953,31:15.4
2,5.020396,2.2957857,-0.49964565,0.5179409,6.390765,31:16.6
2,4.4435773,1.8758045,-0.84545994,0.32869908,6.102116,31:17.5
2,4.0745344,1.5182736,-1.2243053,0.020430196,6.075557,31:18.5
2,5.7632456,2.5326803,-0.39154914,0.74035126,7.548812,31:19.6
2,4.297654,2.2965117,-1.1988527,-1.4534938,7.4048595,31:20.6
2,4.124817,1.7317111,-1.655075,-2.4525902,6.063296,31:21.5
2,4.436961,2.0025656,-1.7290808,-2.2091522,6.1820498,31:22.5
2,3.520165,0.40007472,-3.1644068,-3.1931407,5.251038,31:23.5
2,4.6226172,0.88558435,-3.2675202,-4.747237,4.8914213,31:24.5
2,5.1275578,0.53662866,-3.247536,-6.200053,3.8829575,31:25.5
2,5.780792,1.4984597,-2.584708,-8.262314,4.2850165,31:26.5
2,5.928538,1.7173727,-1.1830845,-3.5099812,8.6153755,31:27.4
2,6.6432524,2.0745187,-0.19424173,-2.5218577,9.800097,31:28.4
2,6.6679444,1.8854246,0.3070056,-1.3482374,10.058281,31:29.5
2,5.562764,1.2757267,-0.07921419,0.24138364,10.362362,31:30.5
2,4.060341,-0.1430992,-0.7162916,-1.5309948,9.142808,31:31.5
2,4.311264,0.85382694,-0.45879233,-0.61663866,8.85641,31:32.4
2,5.263566,1.6040481,-0.40206546,1.6176889,8.747232,31:33.4
2,4.7037764,1.5815942,-0.48164696,0.80326307,8.419068,31:34.4
2,5.0836024,2.142103,-0.18474971,0.6970519,8.312541,31:35.4
2,7.060796,1.9152002,-0.33076027,1.8788036,9.10713,31:36.4
2,6.9933333,1.5314375,-0.080868155,2.260332,8.655767,31:37.3
2,7.1696754,1.9054251,0.8822524,1.3696802,9.02222,31:38.6
2,7.269442,1.8700534,2.1434095,1.6876085,8.749311,31:39.4
2,6.8978257,2.2385838,1.8110679,1.9791508,8.51902,31:40.4
2,4.8080993,2.4629393,2.1775992,0.3564661,7.1511188,31:41.4
1,3.2104104,2.2244365,-0.1767521,-2.0845006,5.537956,31:49.3
1,2.2867353,0.9758055,-0.961821,-3.3079174,5.9200277,31:50.3
1,1.5864084,1.2296667,-0.8712461,-2.3946176,7.1529956,31:51.2
1,2.5920553,0.92470306,-0.5746152,-2.389276,7.77582,31:52.3
1,1.6017109,0.62967,-0.8271657,-0.5002271,5.0680904,32:02.3
1,0.033416443,0.42852294,-1.2947356,0.108694054,5.594352,32:03.3
1,0.17764802,0.14058557,-1.6628783,-0.84475195,6.2635865,32:04.3
1,-1.0943229,-0.32139483,-2.3557396,-3.025392,5.5028396,32:05.3
0,4.011576,2.5300086,0.016931484,-1.1690217,10.096606,32:12.3
0,7.9790945,3.6122952,0.7376098,-0.6924364,10.739765,32:13.3
0,9.303511,3.8962393,-0.05254491,-0.7797108,10.121657,32:14.3
0,10.033923,4.0918856,0.6696969,-2.7189002,9.188027,32:15.3
0,11.050089,3.9437847,1.6754729,-0.63700694,9.364897,32:16.2
0,11.431196,3.2077742,0.91661274,-1.0967251,8.804756,32:17.2
0,10.602903,2.9615586,0.6421252,0.26159674,9.487493,32:18.2
0,9.874689,2.719979,1.0311056,1.0247363,10.187076,32:19.3
0,10.247854,2.1265335,0.8045533,3.6430957,10.064317,32:20.2
0,10.131168,2.4301884,1.0046903,3.3200703,10.83723,32:21.3
0,10.172558,2.4011793,1.1780941,3.2749894,10.831049,32:22.3
0,10.403732,2.1668298,1.3739372,2.6991942,9.707977,32:23.2
0,10.317727,2.3072448,1.5323087,-0.0876132,10.224979,32:24.2
0,2.949658,1.6270487,-1.7570451,0.551458,7.5390115,32:47.1
0,6.9933953,1.2395567,-1.7434771,-0.7832414,7.9745026,32:48.1
0,9.190395,1.252272,0.016742116,0.13869977,8.049539,32:49.1
0,10.862531,1.6255736,0.81204087,-0.16917948,8.269708,32:50.2
0,11.102252,2.703535,1.4950882,0.55855316,9.86512,32:51.2
0,10.86951,3.107371,1.5094601,-0.6407348,10.271181,32:52.1
0,10.634075,3.2664516,1.8269843,-0.02370305,10.37817,32:53.1
0,10.690436,3.311301,1.9098525,1.8088242,10.6332,32:54.0
0,10.630893,3.1352503,1.6129664,1.7962272,9.709369,32:55.0
0,10.561054,3.6010091,1.8959283,2.5000865,9.295014,32:56.0
0,10.357349,3.8120208,2.1139505,3.3629155,9.754884,32:57.1
0,10.425276,3.7360754,2.8003466,2.452265,9.873848,32:58.0
0,9.683328,3.1197803,2.3223271,2.297411,9.761106,32:59.0
2,5.1120267,4.321267,3.2636309,2.3620315,9.637908,33:25.9
2,5.3742056,4.3010545,4.101549,3.2217605,9.764467,33:27.0
2,5.2804046,4.728283,4.4585295,2.9283175,9.688467,33:27.9
2,6.25745,4.115914,5.0451126,3.9520535,9.514667,33:28.9
2,6.767691,4.07669,5.3187637,3.3316238,9.297465,33:29.9
2,6.330674,4.2059355,5.7379904,2.0659623,9.712002,33:30.9
2,5.24893,3.764853,6.1394715,0.35805053,8.756628,33:31.9
2,4.724899,3.4416559,5.570427,1.7623537,7.995407,33:33.0
2,4.4964495,3.689763,5.05747,1.246779,8.7074,33:33.9
2,5.467018,4.542657,4.6850333,2.9390588,10.820898,33:34.9
2,5.610651,4.649423,3.7166274,3.434175,10.714285,33:35.8
2,5.8242226,4.5601482,2.66801,1.3089874,10.079389,33:36.9
2,5.02828,4.741192,2.767017,2.052935,9.985617,33:37.9
2,3.3585343,4.1373644,2.4064205,1.7458433,6.0787773,33:38.9
2,2.9241931,3.3920803,2.628988,-0.9440481,5.2197685,33:39.9
2,3.197534,2.4263911,2.0724056,-0.5647451,5.8444357,33:40.9
2,3.4460773,2.4246147,1.3884258,-0.16500703,7.6445503,33:41.8
2,3.2728398,2.0851007,0.870127,-1.1539453,8.781019,33:42.9
2,4.817048,1.6725727,0.8791011,-0.42755833,9.468068,33:43.8
2,5.4155135,2.7112522,0.41206324,-0.10856388,8.997424,33:44.8
2,5.2997503,3.4545522,0.1075948,0.38249946,7.5374,33:45.7
2,5.6343794,3.498421,-0.15584034,0.7296113,7.601926,33:46.7
2,5.8715086,3.6579406,-0.5941623,1.0459385,10.717744,33:47.8
2,5.5398645,4.479801,0.46841636,1.4419682,11.279724,33:48.8
2,5.608428,4.2629585,1.0588133,0.8689863,11.197814,33:49.7
2,5.3961263,3.9514942,0.8821374,-0.5357448,10.606029,33:50.9
2,5.277663,4.2735033,1.0443436,-1.004445,10.108755,33:51.8
2,5.0442863,3.3567433,-0.13776678,-3.0686269,7.556306,33:52.8
2,5.3324327,3.5943358,0.39521274,-1.9264119,7.7423496,33:53.8
2,4.56177,3.3924809,0.37564325,-2.238895,7.6935253,33:54.9
2,4.553097,3.3285205,0.7196874,-1.958749,7.4124155,33:55.8
2,4.5461097,3.2200122,0.5560596,-2.111591,7.4379435,33:56.8
2,4.4920588,2.7351015,0.5000957,-3.2851224,7.368064,33:57.8
2,5.610403,3.134352,1.4780837,-1.0784256,8.604203,33:59.0
2,5.871698,3.0150137,1.307862,-0.6946148,8.667675,33:59.8
2,6.0581837,2.9711177,1.248123,0.64197516,9.580576,34:00.8
2,5.883263,2.6809483,1.4472375,1.1135391,9.881824,34:01.8
2,5.925666,3.5407798,1.9359325,1.9660648,10.330056,34:02.8
2,5.6814885,2.7954826,0.97614944,2.3164334,8.773646,34:03.8
2,5.905917,2.8612626,0.90085495,0.9961399,8.458752,34:04.7
2,5.5673614,3.1045122,1.0389802,1.6967754,10.553838,34:05.7
1,3.9625058,2.0560002,-1.0806247,0.0639683,6.3141494,34:10.6
1,3.3072705,2.1865814,-0.55300254,0.65266216,7.459537,34:11.8
1,3.1957898,2.0564,-0.25632697,1.2567797,6.9581656,34:12.8
1,3.5100179,2.0677712,-0.562259,-0.89262134,6.606353,34:13.8
1,3.9903724,2.0997794,-0.80382,0.7031354,11.329198,34:48.6
1,3.858979,1.6619178,-0.87637264,0.35186142,10.037472,34:49.6
1,2.840532,1.9840703,-2.0354986,-1.8260052,9.118942,34:50.6
1,2.359866,1.3745208,-2.304736,-1.039275,6.847678,34:51.6
1,3.8783107,1.3664091,-1.4894779,0.2970186,6.970479,34:58.5
1,4.460902,-0.12645651,-1.6823181,-0.08191953,7.440119,34:59.6
1,4.730882,0.31419933,-1.728069,-1.4444721,6.2204843,35:00.6
1,4.523919,0.16874056,-1.954047,-2.062827,4.55903,35:01.5
1,4.915642,2.4289415,-0.80057704,0.14747743,8.207248,35:10.6
1,4.8728466,2.2398903,-1.2547928,-1.5031583,7.6880608,35:11.5
1,5.0165415,2.0341313,-1.5823319,-3.3244271,7.017876,35:12.5
1,4.606036,2.141551,-1.3561618,-1.8361841,6.8213882,35:13.5
1,3.3734117,1.9172565,-0.9055491,-1.2702807,4.531979,35:23.5
1,2.976432,1.6856216,-0.46472183,-1.2908384,5.7394905,35:24.4
1,3.8546913,2.0212603,-0.52757376,-3.781876,5.8098774,35:25.4
1,3.7431197,1.7598319,-1.1332157,-3.3964875,7.21707,35:26.4
1,1.8862867,1.6494656,-0.44942626,-0.22543725,6.7969584,35:36.4
1,3.2931943,1.2095448,-0.84083027,-0.27968755,6.0158978,35:37.4
1,3.692445,1.320731,-1.0897475,-2.901097,5.1377964,35:38.3
1,3.8327813,1.1560439,-1.749962,-2.2396026,5.5231953,35:39.3
1,5.051771,1.202086,-0.77814454,-0.35084492,6.7923174,35:50.3
1,4.12926,0.69053656,-0.71497595,-3.086802,5.902642,35:51.3
1,3.341365,0.8066647,-1.6801014,-3.216163,6.5012584,35:52.3
1,4.3417215,1.3488271,-1.2447585,0.12804186,7.3525743,35:53.3
0,4.6335177,3.6439774,1.2125298,3.8995857,9.8226595,36:05.3
0,7.703553,3.406754,1.7501051,3.66465,11.017875,36:06.2
0,10.634447,3.308178,1.9059268,1.8033657,10.783755,36:07.2
0,11.956359,3.9168339,2.0542786,1.2053344,10.936629,36:08.2
0,12.753894,4.2074823,2.5047944,0.84474164,11.93649,36:09.2
0,13.169411,3.9022248,2.0888,0.32456702,10.339954,36:10.2
0,13.1379795,4.466064,2.5041013,-0.2452199,10.333952,36:11.2
0,11.962993,4.551277,2.960952,-1.5191824,10.599237,36:12.2
0,11.219073,4.900254,3.2538192,-0.7017642,9.351696,36:13.2
0,11.237253,4.9161296,3.595514,0.055739164,9.249019,36:14.2
0,10.38483,4.40344,3.5676308,1.0116446,8.754811,36:15.2
0,9.763485,4.2433915,3.4490945,0.75531924,9.723376,36:16.3
0,11.627642,4.253905,3.2776978,0.7404402,9.679236,36:17.3
0,4.1993713,2.3941498,0.19718437,-0.62610686,9.867897,36:28.1
0,7.669219,2.2559147,-0.42002723,-2.1741905,9.000418,36:29.2
0,9.727316,2.5766098,-0.003257442,-0.017984485,8.457371,36:30.1
0,11.945159,3.0134716,0.8212783,0.61315095,9.148041,36:31.0
0,12.367436,3.8616314,1.559706,3.674601,9.486161,36:32.1
0,12.02525,3.7926462,2.4024057,4.1986876,8.336016,36:33.1
0,11.245642,3.7569373,3.0435088,4.119174,8.656916,36:34.1
0,10.563048,4.321726,3.7873492,3.9486594,8.680338,36:35.1
0,10.962628,4.2037554,3.6375487,2.6912968,8.900692,36:36.1
0,11.036877,4.459222,3.3031008,-0.5724333,9.001313,36:37.2
0,11.633563,4.573251,3.5962126,-0.23476379,9.726219,36:38.0
0,11.074757,3.854364,3.7403045,-1.349976,9.127458,36:39.1
0,10.912779,4.2851067,3.5192614,-0.030363012,8.977276,36:40.1
2,7.200074,1.6447201,-0.47999737,-1.1828659,10.661522,36:54.0
2,6.7101793,1.32534,-0.7036429,-0.48534432,10.127537,36:55.0
